"_time",action,app,bytes,"bytes_in","bytes_out",category,"dest_ip","dest_port",duration,packets,"packets_in","packets_out","src_ip",user
"1457383247.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10042,6,1,0,1,"10.174.30.199",unknown
"1457383247.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10043,14,1,0,1,"10.174.30.199",unknown
"1457383247.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10044,1,1,0,1,"10.174.30.199",unknown
"1457383247.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10045,15,1,0,1,"10.174.30.199",unknown
"1457383247.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10046,1,1,0,1,"10.174.30.199",unknown
"1457383247.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10047,11,1,0,1,"10.174.30.199",unknown
"1457383247.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10048,8,1,0,1,"10.174.30.199",unknown
"1457383247.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10049,1,1,0,1,"10.174.30.199",unknown
"1457383247.000",allowed,bypassthat,39643,322,39321,any,"159.124.19.5",443,138,32,25,7,"10.174.30.148",chuck
"1457383247.000",allowed,smb,64,0,64,any,"159.124.19.5",445,1,1,0,1,"10.174.30.149",unknown
"1457383247.000",blocked,"web-browsing",159,60,219,extremism,"149.56.17.122",80,3,3,3,6,"10.174.30.148",chuck
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10050,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10051,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10052,2,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10053,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10054,7,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10055,14,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10056,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10057,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10058,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10059,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10060,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10061,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10062,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10063,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10064,3,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10065,9,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10066,7,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10067,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10068,6,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10069,11,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10070,9,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10071,3,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10072,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10073,2,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10074,7,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10075,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10076,4,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10077,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10078,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10079,2,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10080,5,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10081,10,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10082,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10083,7,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10084,3,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10085,9,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10086,7,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10087,13,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10088,13,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10089,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10090,0,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10091,2,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10092,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10093,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10094,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10095,7,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10096,12,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10097,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10098,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10099,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10100,11,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10101,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10102,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10103,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10104,11,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10105,12,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10106,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10107,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10108,14,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10109,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10110,0,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10111,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10112,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10113,5,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10114,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10115,0,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10116,3,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10117,14,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10118,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10119,11,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10120,3,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10121,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10122,11,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10123,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10124,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10125,10,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10126,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10127,14,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10128,6,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10129,6,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10130,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10131,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10132,8,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10133,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10134,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10135,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10136,3,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10137,0,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10138,9,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10139,11,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10140,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10141,11,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10142,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10143,5,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10144,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10145,6,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10146,1,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10147,13,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10148,12,1,0,1,"10.174.30.199",unknown
"1457383246.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10149,9,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10150,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10151,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10152,7,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10153,11,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10154,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10155,14,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10156,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10157,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10158,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10159,11,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10160,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10161,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10162,15,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10163,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10164,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10165,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10166,0,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10167,14,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10168,15,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10169,2,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10170,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10171,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10172,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10173,15,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10174,7,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10175,3,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10176,12,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10177,11,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10178,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10179,14,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10180,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10181,0,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10182,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10183,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10184,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10185,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10186,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10187,8,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10188,11,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10189,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10190,4,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10191,11,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10192,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10193,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10194,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10195,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10196,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10197,15,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10198,2,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10199,13,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10200,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10201,12,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10202,3,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10203,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10204,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10205,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10206,11,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10207,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10208,2,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10209,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10210,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10211,3,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10212,8,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10213,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10214,1,1,0,1,"10.174.30.199",unknown
"1457383245.000",allowed,"unknown-tcp",64,0,64,any,"10.174.19.2",10215,1,1,0,1,"10.174.30.199",unknown
